provider,geography,region,location,latitude,longitude,instance_type,hourly_cost_usd,compute_capability,gpu_power_watts,electricity_price_kwh
"AWS","India","ap-south-2","India","18.5204","78.2192","P4-8GB","0.400","50","75","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","RTX-3080","0.793","78","320","0.08"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","L40-48GB","2.791","85","300","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","P40-24GB","1.834","70","250","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","A100-80GB","3.590","95","400","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","P40-24GB","1.778","70","250","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","P4-8GB","0.603","50","75","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","V100-16GB","2.186","75","250","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","K80-12GB","0.713","45","300","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","L40-48GB","2.212","85","300","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","P40-24GB","1.782","70","250","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","MI250X-128GB","3.987","92","560","0.2"
"AWS","Singapore","ap-southeast-1","Singapore","1.3521","103.8198","V100-16GB","2.094","75","250","0.2"
"AWS","Australia","ap-southeast-2","Australia","40","-95","MI250X-128GB","3.755","92","560","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","L40-48GB","2.450","85","300","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","P4-8GB","0.481","50","75","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","RTX-4090","1.434","88","450","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","T4-16GB","0.735","60","70","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","MI250X-128GB","3.559","92","560","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","L40-48GB","1.996","85","300","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","A100-80GB","3.146","95","400","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","P4-8GB","0.558","50","75","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","L4-24GB","0.968","65","72","0.26"
"AWS","Australia","ap-southeast-2","Australia","40","-95","L40-48GB","2.055","85","300","0.26"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","RTX-3090","1.312","82","350","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","H100-80GB","5.022","100","450","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","K80-12GB","0.527","45","300","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","RTX-3090","1.135","82","350","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","H100-80GB","4.317","100","450","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","A100-40GB","3.042","90","350","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","L4-24GB","0.856","65","72","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","RTX-3080","0.972","78","320","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","RTX-4090","1.459","88","450","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","V100-16GB","1.864","75","250","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","A100-80GB","3.022","95","400","0.12"
"AWS","Indonesia","ap-southeast-3","Indonesia","-6.2088","106.8456","P4-8GB","0.484","50","75","0.12"
"AWS","Australia","ap-southeast-4","Australia","40","-95","P40-24GB","1.553","70","250","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","RTX-3090","1.376","82","350","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","RTX-3080","1.095","78","320","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","T4-16GB","0.831","60","70","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","V100-16GB","2.085","75","250","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","T4-16GB","0.749","60","70","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","L40-48GB","2.341","85","300","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","L4-24GB","0.922","65","72","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","P40-24GB","1.533","70","250","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","RTX-3090","1.161","82","350","0.26"
"AWS","Australia","ap-southeast-4","Australia","40","-95","P4-8GB","0.545","50","75","0.26"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","RTX-3090","1.123","82","350","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","V100-16GB","2.096","75","250","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","RTX-3080","0.941","78","320","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","T4-16GB","0.840","60","70","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","P40-24GB","1.505","70","250","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","A100-80GB","3.515","95","400","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","MI250X-128GB","3.578","92","560","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","A100-40GB","3.160","90","350","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","L40-48GB","1.892","85","300","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","P40-24GB","1.248","70","250","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","V100-16GB","1.903","75","250","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","L40-48GB","2.099","85","300","0.15"
"AWS","Malaysia","ap-southeast-5","Malaysia","40","-95","P40-24GB","1.373","70","250","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","P4-8GB","0.457","50","75","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","A100-40GB","2.715","90","350","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","RTX-3090","1.200","82","350","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","P4-8GB","0.565","50","75","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","L40-48GB","2.063","85","300","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","T4-16GB","0.720","60","70","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","RTX-4090","1.718","88","450","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","K80-12GB","0.513","45","300","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","A100-40GB","2.386","90","350","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","K80-12GB","0.636","45","300","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","MI250X-128GB","3.741","92","560","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","A100-80GB","3.110","95","400","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","RTX-3080","0.932","78","320","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","L40-48GB","2.010","85","300","0.15"
"AWS","Thailand","ap-southeast-7","Thailand","40","-95","RTX-4090","1.560","88","450","0.15"
"AWS","Germany","eu-central-1","Germany","40","-95","K80-12GB","0.523","45","300","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","L4-24GB","0.969","65","72","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","MI250X-128GB","4.101","92","560","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","H100-80GB","4.950","100","450","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","RTX-4090","1.462","88","450","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","V100-32GB","2.075","80","300","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","RTX-3090","1.166","82","350","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","MI250X-128GB","3.825","92","560","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","L4-24GB","0.942","65","72","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","MI250X-128GB","3.308","92","560","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","P4-8GB","0.449","50","75","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","H100-80GB","4.698","100","450","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","RTX-3080","0.923","78","320","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","A100-40GB","2.945","90","350","0.32"
"AWS","Germany","eu-central-1","Germany","40","-95","P40-24GB","1.349","70","250","0.32"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","T4-16GB","0.773","60","70","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","RTX-3090","1.020","82","350","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","P4-8GB","0.442","50","75","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","MI250X-128GB","3.641","92","560","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","RTX-3080","1.075","78","320","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","V100-16GB","1.874","75","250","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","K80-12GB","0.639","45","300","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","V100-32GB","2.587","80","300","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","T4-16GB","0.858","60","70","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","RTX-4090","1.400","88","450","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","RTX-3080","0.898","78","320","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","P4-8GB","0.546","50","75","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","V100-32GB","2.129","80","300","0.2"
"AWS","Switzerland","eu-central-2","Switzerland","40","-95","K80-12GB","0.574","45","300","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","P4-8GB","0.465","50","75","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","RTX-4090","1.615","88","450","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","K80-12GB","0.594","45","300","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","P40-24GB","1.457","70","250","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","RTX-3080","0.853","78","320","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","V100-16GB","1.929","75","250","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","A100-80GB","3.302","95","400","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","H100-80GB","4.817","100","450","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","RTX-3080","1.080","78","320","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","A100-40GB","2.984","90","350","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","K80-12GB","0.616","45","300","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","P4-8GB","0.537","50","75","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","V100-32GB","2.327","80","300","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","L4-24GB","0.919","65","72","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","V100-16GB","1.751","75","250","0.2"
"AWS","Sweden","eu-north-1","Sweden","40","-95","MI250X-128GB","4.271","92","560","0.2"
"AWS","Italy","eu-south-1","Italy","40","-95","MI250X-128GB","3.555","92","560","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","L40-48GB","2.426","85","300","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","L4-24GB","0.901","65","72","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","V100-16GB","1.851","75","250","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","A100-40GB","2.861","90","350","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","P40-24GB","1.557","70","250","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","P4-8GB","0.486","50","75","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","L4-24GB","0.927","65","72","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","A100-80GB","2.806","95","400","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","V100-16GB","2.292","75","250","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","A100-40GB","2.640","90","350","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","H100-80GB","4.799","100","450","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","P4-8GB","0.559","50","75","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","RTX-3090","1.094","82","350","0.28"
"AWS","Italy","eu-south-1","Italy","40","-95","L4-24GB","0.891","65","72","0.28"
"AWS","Spain","eu-south-2","Spain","40","-95","RTX-3080","1.045","78","320","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","P4-8GB","0.564","50","75","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","V100-16GB","1.983","75","250","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","RTX-3080","1.058","78","320","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","H100-80GB","3.999","100","450","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","V100-32GB","2.076","80","300","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","P4-8GB","0.566","50","75","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","P40-24GB","1.539","70","250","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","P4-8GB","0.457","50","75","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","V100-32GB","2.207","80","300","0.26"
"AWS","Spain","eu-south-2","Spain","40","-95","K80-12GB","0.537","45","300","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","RTX-3080","1.012","78","320","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","K80-12GB","0.591","45","300","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","H100-80GB","4.786","100","450","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","P4-8GB","0.534","50","75","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","RTX-3090","1.263","82","350","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","V100-16GB","2.079","75","250","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","H100-80GB","4.423","100","450","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","T4-16GB","0.870","60","70","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","L40-48GB","2.463","85","300","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","H100-80GB","4.457","100","450","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","T4-16GB","0.896","60","70","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","L40-48GB","2.240","85","300","0.26"
"AWS","Ireland","eu-west-1","Ireland","53.3498","-6.2603","P4-8GB","0.562","50","75","0.26"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","L4-24GB","0.952","65","72","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","L40-48GB","1.955","85","300","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","V100-32GB","2.572","80","300","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","RTX-3080","0.972","78","320","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","RTX-3090","1.211","82","350","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","P40-24GB","1.282","70","250","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","K80-12GB","0.562","45","300","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","V100-32GB","2.736","80","300","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","RTX-3080","0.854","78","320","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","A100-40GB","3.069","90","350","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","T4-16GB","0.861","60","70","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","P40-24GB","1.223","70","250","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","RTX-3090","1.136","82","350","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","MI250X-128GB","4.175","92","560","0.3"
"AWS","United Kingdom","eu-west-2","United Kingdom","40","-95","H100-80GB","4.799","100","450","0.3"
"AWS","France","eu-west-3","France","40","-95","L40-48GB","2.040","85","300","0.24"
"AWS","France","eu-west-3","France","40","-95","P40-24GB","1.391","70","250","0.24"
"AWS","France","eu-west-3","France","40","-95","L4-24GB","0.978","65","72","0.24"
"AWS","France","eu-west-3","France","40","-95","K80-12GB","0.684","45","300","0.24"
"AWS","France","eu-west-3","France","40","-95","MI250X-128GB","3.853","92","560","0.24"
"AWS","France","eu-west-3","France","40","-95","A100-40GB","2.911","90","350","0.24"
"AWS","France","eu-west-3","France","40","-95","T4-16GB","0.696","60","70","0.24"
"AWS","France","eu-west-3","France","40","-95","A100-80GB","3.045","95","400","0.24"
"AWS","France","eu-west-3","France","40","-95","L40-48GB","2.124","85","300","0.24"
"AWS","France","eu-west-3","France","40","-95","V100-32GB","2.388","80","300","0.24"
"AWS","France","eu-west-3","France","40","-95","P40-24GB","1.476","70","250","0.24"
"AWS","France","eu-west-3","France","40","-95","MI250X-128GB","3.280","92","560","0.24"
"AWS","France","eu-west-3","France","40","-95","L40-48GB","2.209","85","300","0.24"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","A100-80GB","3.373","95","400","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","P4-8GB","0.456","50","75","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","L40-48GB","2.439","85","300","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","V100-32GB","2.204","80","300","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","RTX-3090","1.062","82","350","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","T4-16GB","0.878","60","70","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","A100-80GB","3.638","95","400","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","P4-8GB","0.458","50","75","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","V100-32GB","2.337","80","300","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","MI250X-128GB","4.047","92","560","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","L40-48GB","2.318","85","300","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","V100-16GB","1.747","75","250","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","H100-80GB","3.929","100","450","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","T4-16GB","0.757","60","70","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","RTX-3080","1.108","78","320","0.28"
"AWS","Israel","il-central-1","Israel","32.0853","34.7818","A100-80GB","3.485","95","400","0.28"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","V100-32GB","2.223","80","300","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","P40-24GB","1.429","70","250","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","L4-24GB","0.924","65","72","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","A100-80GB","3.506","95","400","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","P4-8GB","0.439","50","75","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","RTX-4090","1.439","88","450","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","K80-12GB","0.532","45","300","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","RTX-4090","1.487","88","450","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","L4-24GB","0.886","65","72","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","L40-48GB","2.032","85","300","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","V100-16GB","1.801","75","250","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","P40-24GB","1.433","70","250","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","T4-16GB","0.866","60","70","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","H100-80GB","3.854","100","450","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","RTX-3080","1.131","78","320","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","L40-48GB","1.884","85","300","0.15"
"AWS","United Arab Emirates","me-central-1","United Arab Emirates","40","-95","V100-32GB","2.312","80","300","0.15"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","K80-12GB","0.592","45","300","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","P40-24GB","1.468","70","250","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","V100-32GB","2.495","80","300","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","RTX-3090","1.133","82","350","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","V100-16GB","1.907","75","250","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","RTX-3080","1.116","78","320","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","P40-24GB","1.571","70","250","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","A100-40GB","3.113","90","350","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","L4-24GB","0.809","65","72","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","V100-16GB","2.292","75","250","0.08"
"AWS","Bahrain","me-south-1","Bahrain","26.0667","50.5577","RTX-4090","1.594","88","450","0.08"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","T4-16GB","0.696","60","70","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","V100-16GB","2.052","75","250","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","V100-32GB","2.223","80","300","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","A100-80GB","3.091","95","400","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","RTX-4090","1.370","88","450","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","T4-16GB","0.726","60","70","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","A100-40GB","2.774","90","350","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","K80-12GB","0.636","45","300","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","L4-24GB","0.876","65","72","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","A100-40GB","2.795","90","350","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","V100-16GB","1.719","75","250","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","H100-80GB","4.301","100","450","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","K80-12GB","0.521","45","300","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","RTX-3090","1.332","82","350","0.18"
"AWS","Brazil","sa-east-1","Brazil","-23.5505","-46.6333","P4-8GB","0.547","50","75","0.18"
